ID,Cluster,AKT,AKT_pS473,AKT_pT308,YAP,YAP_pS127,YAP-p-YAP,p-AKT,AKTSCORE
TCGA.HM.A3JJ.01,Cluster III,-0.70241,-0.10929,-0.65407,0.93679,2.2278,-1.29101,-0.76336,-4.06602
TCGA.HM.A4S6.01,Cluster III,-0.12049,-0.20849,-0.59479,-0.098992,0.11378,-0.212772,-0.80328,-4.87741
TCGA.IR.A3LC.01,Cluster III,-1.3589,-0.79732,-1.1139,0.22504,0.30501,-0.07997,-1.91122,2.14327
TCGA.IR.A3LH.01,Cluster III,-0.93316,0.39599,-0.70998,1.3239,2.2971,-0.9732,-0.31399,-5.68969
TCGA.IR.A3LK.01,Cluster III,-0.52696,-1.1727,-1.2575,-0.0086724,-0.37599,0.3673176,-2.4302,-2.693419
TCGA.JW.A5VL.01,Cluster III,-0.87714,0.26019,-0.6528,0.10899,0.22961,-0.12062,-0.39261,-0.5951284
TCGA.JX.A3PZ.01,Cluster III,-0.76717,-0.70371,0.094777,2.9782,4.0443,-1.0661,-0.608933,-1.15902
TCGA.JX.A5QV.01,Cluster III,-0.40767,-1.2107,-1.1104,-0.29664,0.10655,-0.40319,-2.3211,4.38748
TCGA.LP.A4AW.01,Cluster III,-0.82922,-0.96578,-0.92543,0.13555,0.064669,0.070881,-1.89121,1.87488
TCGA.LP.A4AX.01,Cluster III,-0.072193,0.012631,-0.50618,2.7592,3.7036,-0.9444,-0.493549,-0.185614
TCGA.MA.AA3W.01,Cluster III,-0.17977,-0.71655,-0.86332,-0.21771,-0.040487,-0.177223,-1.57987,-4.501552
TCGA.MA.AA3Y.01,Cluster III,-0.61726,-1.5212,-1.259,0.25566,-0.52529,0.78095,-2.7802,-3.5655
TCGA.MA.AA41.01,Cluster III,-0.16663,-1.0652,-1.0128,-0.21045,-0.51087,0.30042,-2.078,-4.60219
TCGA.MA.AA42.01,Cluster III,-1.0465,-0.61691,-0.00093172,-0.13979,-0.1017,-0.03809,-0.61784172,-3.69298
TCGA.MA.AA43.01,Cluster III,0.24923,0.043103,-0.31029,-0.16142,0.031593,-0.193013,-0.267187,-5.70442
TCGA.MU.A8JM.01,Cluster III,-0.43624,-1.2218,-1.1084,0.1746,0.13377,0.04083,-2.3302,0.509126
TCGA.MY.A5BF.01,Cluster III,-1.1958,-0.88546,-0.10947,-0.2155,-0.7454,0.5299,-0.99493,-2.7957851
TCGA.MY.A913.01,Cluster III,-0.16524,0.17324,-0.24735,2.4896,3.7764,-1.2868,-0.07411,2.880028
TCGA.Q1.A6DW.01,Cluster III,-0.064878,1.3013,0.70377,-0.18715,0.0078851,-0.1950351,2.00507,-3.0074
TCGA.Q1.A73O.01,Cluster III,-2.9833,-0.72454,-0.60791,0.34868,-0.144,0.49268,-1.33245,-4.501639
TCGA.Q1.A73Q.01,Cluster III,-0.79717,0.7702,0.19551,-0.21179,-0.72543,0.51364,0.96571,-5.42047
TCGA.UC.A7PF.01,Cluster III,0.058215,-0.8094,-1.0602,-0.53461,-0.79766,0.26305,-1.8696,-2.422199
TCGA.VS.A8EK.01,Cluster III,-0.45533,-0.25605,-0.58553,-0.32952,-0.18835,-0.14117,-0.84158,-0.98296
TCGA.VS.A8QF.01,Cluster III,-1.2708,-0.36058,-0.85899,0.24021,0.50986,-0.26965,-1.21957,-5.563515
TCGA.VS.A94X.01,Cluster III,-1.1945,0.75137,-0.66622,0.0054722,-1.1989,1.2043722,0.08515,0.756099
TCGA.VS.A9UB.01,Cluster III,-0.48771,0.52602,0.17123,-0.25063,-0.99796,0.74733,0.69725,5.05771
TCGA.WL.A834.01,Cluster III,-0.1663,-1.3554,-1.1929,-0.16633,-1.1899,1.02357,-2.5483,-2.698623
TCGA.ZJ.A8QO.01,Cluster III,-0.23104,0.5877,-0.17506,-0.55207,-1.0339,0.48183,0.41264,-2.008385
TCGA.ZJ.A8QR.01,Cluster III,-0.90359,-0.64611,-0.54453,0.5146,0.97125,-0.45665,-1.19064,-0.976992
TCGA.ZJ.AAX8.01,Cluster III,-0.775,0.20033,-0.59207,0.21639,-0.13019,0.34658,-0.39174,-1.148772
TCGA.ZJ.AAXA.01,Cluster III,-0.082752,-0.28787,-0.98986,-0.15697,0.11444,-0.27141,-1.27773,-5.70819
TCGA.ZJ.AAXD.01,Cluster III,0.18241,0.16069,-0.30147,0.36902,0.59224,-0.22322,-0.14078,-1.832251
TCGA.ZJ.AAXN.01,Cluster III,-1.122,-0.97574,-0.89836,2.3873,3.3359,-0.9486,-1.8741,-5.40141
TCGA.ZJ.AB0I.01,Cluster III,-0.50792,-0.77528,-1.0307,-0.035536,0.5048,-0.540336,-1.80598,-1.060119
TCGA.A6.6653.01,Cluster III,-0.087807,-0.8388,-1.2683,-0.06819,-0.17026,0.10207,-2.1071,-2.411993
TCGA.AM.5821.01,Cluster III,-0.95274,-0.83863,-1.0275,0.2489,-0.31724,0.56614,-1.86613,7.81975
TCGA.AZ.6607.01,Cluster III,0.62843,-1.5455,-1.5496,0.10781,0.14433,-0.03652,-3.0951,-2.64944
TCGA.D5.6927.01,Cluster III,-1.4273,-0.096136,-0.44841,0.42431,0.36745,0.05686,-0.544546,-2.02307
TCGA.A6.2672.01,Cluster III,0.22139,0.92478,0.089658,-0.25011,-0.15133,-0.09878,1.014438,5.82302
TCGA.A6.3809.01,Cluster III,-0.24518,-0.78756,-1.1024,-0.28351,-0.20687,-0.07664,-1.88996,4.16401
TCGA.AA.3695.01,Cluster III,0.31367,0.2034,-0.52409,-0.47677,0.31844,-0.79521,-0.32069,-1.347399
TCGA.AA.3715.01,Cluster III,0.59025,-0.043887,-0.46726,-0.45814,-0.2031,-0.25504,-0.511147,1.56181
TCGA.AA.3845.01,Cluster III,-0.16603,-0.48414,-0.79966,0.064844,0.41484,-0.349996,-1.2838,-2.296546
TCGA.AA.3950.01,Cluster III,-0.44889,-0.40024,-0.95662,0.021083,0.049531,-0.028448,-1.35686,2.7884
TCGA.AA.A00R.01,Cluster III,-0.45267,-0.69791,-0.67643,-0.34754,0.04009,-0.38763,-1.37434,-0.184981
TCGA.IC.A6RF.01,Cluster III,-0.60565,0.21609,-0.081758,-0.15188,0.24165,-0.39353,0.134332,-5.46851
TCGA.IG.A3I8.01,Cluster III,0.26711,0.33729,-0.32544,1.6868,2.9731,-1.2863,0.01185,-1.85632
TCGA.IG.A3QL.01,Cluster III,-0.43054,-0.30474,-0.54824,-0.053779,0.20357,-0.257349,-0.85298,0.724035
TCGA.IG.A3Y9.01,Cluster III,0.0077619,-0.94772,-0.93075,-0.0065545,0.22426,-0.2308145,-1.87847,-0.747997
TCGA.IG.A3YB.01,Cluster III,-0.26491,-0.36692,-0.7445,-0.21322,0.31696,-0.53018,-1.11142,-3.518053
TCGA.IG.A3YC.01,Cluster III,0.089652,-1.3825,-0.74652,1.0451,0.61759,0.42751,-2.12902,-1.196892
TCGA.IG.A4P3.01,Cluster III,-0.18336,0.059986,-0.15503,-0.13996,0.71577,-0.85573,-0.095044,-4.354194
TCGA.IG.A50L.01,Cluster III,-2.9084,-1.4766,-0.93154,-0.054618,-1.8553,1.800682,-2.40814,-0.460799
TCGA.IG.A51D.01,Cluster III,-0.091016,-0.61711,-0.32719,-0.37079,0.014509,-0.385299,-0.9443,-2.4953
TCGA.IG.A5B8.01,Cluster III,0.23933,-1.3299,-1.2178,-0.0051414,-0.058144,0.0530026,-2.5477,-7.91652
TCGA.IG.A625.01,Cluster III,-0.99373,-0.90002,-0.37086,0.021331,0.34251,-0.321179,-1.27088,-3.75368
TCGA.IG.A6QS.01,Cluster III,-1.4534,-1.0092,-0.88685,-0.046937,-1.639,1.592063,-1.89605,-0.207878
TCGA.IG.A97H.01,Cluster III,-1.2698,-0.88874,-0.98633,0.47678,-0.20688,0.68366,-1.87507,-6.0500812
TCGA.IG.A97I.01,Cluster III,-0.026045,-0.77168,-0.86178,0.010113,-0.023148,0.033261,-1.63346,-4.89178
TCGA.JY.A6FA.01,Cluster III,-0.64621,-1.216,-0.89803,0.19134,0.53347,-0.34213,-2.11403,-2.2690578
TCGA.JY.A6FD.01,Cluster III,-0.32665,-0.75039,-0.87976,0.24872,0.66691,-0.41819,-1.63015,-3.862703
TCGA.JY.A6FE.01,Cluster III,-0.26025,-1.1116,-1.1396,0.22355,-0.22077,0.44432,-2.2512,-3.96392
TCGA.JY.A6FG.01,Cluster III,0.16777,-0.24455,-0.1473,-0.020884,0.40133,-0.422214,-0.39185,-2.88563
TCGA.JY.A93F.01,Cluster III,-2.7988,-1.4875,-1.1015,0.66434,0.3963,0.26804,-2.589,-4.62107
TCGA.L5.A43C.01,Cluster III,-0.32985,-0.4947,-0.63091,-0.31711,0.12431,-0.44142,-1.12561,-0.1217087
TCGA.L5.A43H.01,Cluster III,-0.43296,-0.65213,-0.92759,-0.042043,-0.59542,0.553377,-1.57972,1.270303
TCGA.L5.A43J.01,Cluster III,0.17566,-0.89637,-0.99664,0.2561,0.076619,0.179481,-1.89301,-2.356878
TCGA.L5.A4OE.01,Cluster III,-0.17924,-1.189,-1.0723,-0.18096,-0.084349,-0.096611,-2.2613,0.003336
TCGA.L5.A4OG.01,Cluster III,-0.68726,-0.97752,-1.0428,0.20979,0.22255,-0.01276,-2.02032,-6.14932
TCGA.L5.A4OQ.01,Cluster III,-0.69225,-0.10577,-0.35165,-0.30483,0.094519,-0.399349,-0.45742,0.37739
TCGA.L5.A4OT.01,Cluster III,-0.27961,-0.27762,-0.49007,0.059871,0.38562,-0.325749,-0.76769,-2.832633
TCGA.L5.A88W.01,Cluster III,-0.55122,-0.080416,-0.4148,0.23762,0.6333,-0.39568,-0.495216,-4.67157
TCGA.L5.A8NK.01,Cluster III,-0.28475,-0.75354,-1.0164,-0.023439,0.018034,-0.041473,-1.76994,-3.186131
TCGA.L5.A8NQ.01,Cluster III,-0.63631,-0.48338,-0.5023,0.081952,0.37748,-0.295528,-0.98568,-2.364265
TCGA.L5.A8NW.01,Cluster III,-0.21829,-0.89241,-1.2366,-0.37604,-0.27152,-0.10452,-2.12901,-1.69669
TCGA.L7.A56G.01,Cluster III,-0.98555,-0.2782,-0.71348,-0.19134,-0.72784,0.5365,-0.99168,-2.61619
TCGA.LN.A49K.01,Cluster III,-0.39729,-0.32271,-0.2499,-0.11146,-0.15205,0.04059,-0.57261,-1.60387
TCGA.LN.A49M.01,Cluster III,-0.6329,-1.0073,-0.68389,-0.050276,-0.36969,0.319414,-1.69119,-2.391445
TCGA.LN.A49N.01,Cluster III,0.2012,-0.69539,-0.89226,0.22321,0.44304,-0.21983,-1.58765,0.245824
TCGA.LN.A49O.01,Cluster III,-0.069692,-1.0347,-1.0953,0.3182,-0.88675,1.20495,-2.13,-4.93513
TCGA.LN.A49P.01,Cluster III,0.059587,-1.2752,-1.1564,-0.13813,0.0077475,-0.1458775,-2.4316,-3.707416
TCGA.LN.A49R.01,Cluster III,-0.85009,-1.0881,-1.1855,-0.2995,-1.0044,0.7049,-2.2736,-1.29184
TCGA.LN.A49S.01,Cluster III,-0.667,-0.22789,-0.62786,-0.043867,0.42615,-0.470017,-0.85575,1.6412
TCGA.LN.A49U.01,Cluster III,-0.3334,-1.0936,-0.66677,0.24541,-0.018487,0.263897,-1.76037,-5.80522
TCGA.LN.A49W.01,Cluster III,-0.60421,-0.70801,-0.5507,-0.19617,-0.058095,-0.138075,-1.25871,-2.342832
TCGA.LN.A49X.01,Cluster III,-0.24552,-0.05075,-0.38274,-0.036998,0.30387,-0.340868,-0.43349,-1.96789
TCGA.LN.A4A1.01,Cluster III,0.12492,0.64136,0.52327,-0.095802,0.067859,-0.163661,1.16463,-3.396118
TCGA.LN.A4A2.01,Cluster III,-0.56302,-0.45088,-0.50543,0.10646,-0.11324,0.2197,-0.95631,1.636789
TCGA.LN.A4A3.01,Cluster III,-0.8294,-0.07929,-0.38,0.13409,0.62352,-0.48943,-0.45929,-4.829
TCGA.LN.A4A4.01,Cluster III,-0.18149,-1.0171,-0.63288,-0.029119,-0.21939,0.190271,-1.64998,-2.60797059
TCGA.LN.A4A6.01,Cluster III,-0.40682,-1.5443,-1.2375,0.084726,-0.83919,0.923916,-2.7818,-3.15565
TCGA.LN.A4A8.01,Cluster III,-0.75298,0.62691,0.70065,-0.27865,0.056749,-0.335399,1.32756,-3.08726
TCGA.LN.A4A9.01,Cluster III,-0.22689,-1.1045,-0.61869,0.15429,0.02122,0.13307,-1.72319,-2.57618
TCGA.LN.A4MQ.01,Cluster III,0.31428,0.79591,0.86522,-0.22543,0.028742,-0.254172,1.66113,-0.764143
TCGA.LN.A4MR.01,Cluster III,-0.27943,-0.63922,-0.6674,0.049134,-0.35575,0.404884,-1.30662,2.90185
TCGA.LN.A5U5.01,Cluster III,-0.72433,-0.72221,-0.99701,-0.02554,0.49115,-0.51669,-1.71922,-3.72791
TCGA.LN.A5U6.01,Cluster III,-0.31988,-1.2131,-1.0067,-0.13577,-0.34451,0.20874,-2.2198,-1.872078
TCGA.LN.A5U7.01,Cluster III,-0.027086,-0.60117,-0.89217,-0.38206,-0.51371,0.13165,-1.49334,-4.79578
TCGA.LN.A7HW.01,Cluster III,-0.17539,-0.68404,-0.79719,-0.051278,-0.53863,0.487352,-1.48123,-1.53586149
TCGA.LN.A7HX.01,Cluster III,-0.2251,-1.0801,-1.1583,0.30422,0.11326,0.19096,-2.2384,-0.8436233
TCGA.LN.A7HY.01,Cluster III,-0.64301,0.00096808,-0.32061,-0.019104,0.60909,-0.628194,-0.31964192,-2.00994
TCGA.LN.A7HZ.01,Cluster III,-0.050405,-0.00090475,-0.60262,-0.21177,-0.44233,0.23056,-0.60352475,-0.97690092
TCGA.LN.A8HZ.01,Cluster III,0.031968,-1.2262,-1.0922,-0.06941,-1.3011,1.23169,-2.3184,-1.475402
TCGA.LN.A8I0.01,Cluster III,-0.17782,0.089708,-0.2146,0.17033,0.37228,-0.20195,-0.124892,-2.71363
TCGA.LN.A8I1.01,Cluster III,-0.63099,-0.6772,-0.45159,-0.031986,-0.3551,0.323114,-1.12879,-0.94211
TCGA.LN.A9FO.01,Cluster III,-0.904,-0.85838,-0.81404,-0.2549,-0.28653,0.03163,-1.67242,1.45192
TCGA.LN.A9FQ.01,Cluster III,0.017974,-1.3357,-0.81121,0.1821,0.47269,-0.29059,-2.14691,-1.4837367
TCGA.LN.A9FR.01,Cluster III,0.015239,-1.1151,-1.146,0.56572,0.0035437,0.5621763,-2.2611,-1.7837175
TCGA.Q9.A6FU.01,Cluster III,0.26564,-1.0568,-1.1689,-0.044893,-0.181,0.136107,-2.2257,0.81728
TCGA.Q9.A6FW.01,Cluster III,-0.49987,-0.89957,-0.7169,0.040003,0.56946,-0.529457,-1.61647,0.289116
TCGA.S8.A6BW.01,Cluster III,0.024391,-0.12079,-0.57572,-0.12821,-0.53088,0.40267,-0.69651,-4.03168
TCGA.VR.A8EO.01,Cluster III,-3.3306,-0.52253,-0.40215,0.26688,-0.11258,0.37946,-0.92468,-4.78763
TCGA.VR.A8EP.01,Cluster III,-0.60208,-0.49488,-0.76164,0.041003,0.55904,-0.518037,-1.25652,-3.14953
TCGA.VR.A8Q7.01,Cluster III,-0.32063,-0.81729,-1.161,0.036714,-0.012198,0.048912,-1.97829,-1.2279
TCGA.VR.AA7B.01,Cluster III,-0.16101,-0.62663,-0.68987,0.17575,0.81414,-0.63839,-1.3165,-2.90543
TCGA.XP.A8T6.01,Cluster III,-0.59126,-0.53971,-0.88483,-0.18039,0.0036857,-0.1840757,-1.42454,-1.7452147
TCGA.Z6.A8JD.01,Cluster III,-1.102,-1.0962,-0.72543,0.26782,-0.11172,0.37954,-1.82163,-1.16374
TCGA.Z6.A8JE.01,Cluster III,-0.34832,-0.35121,-0.78993,0.073918,-0.52226,0.596178,-1.14114,-1.73424
TCGA.Z6.A9VB.01,Cluster III,-0.72139,-1.0162,-0.97433,-0.19684,-0.96218,0.76534,-1.99053,1.28730013
TCGA.Z6.AAPN.01,Cluster III,-1.6339,-0.75152,-0.66685,0.021958,0.22929,-0.207332,-1.41837,-1.1190683
TCGA.06.0125.01,Cluster III,0.60327,2.1121,1.7259,-0.28088,-0.58392,0.30304,3.838,3.7823
TCGA.06.0152.02,Cluster III,0.36608,1.0112,1.1086,-0.11467,-1.0744,0.95973,2.1198,-3.1778
TCGA.06.0156.01,Cluster III,-0.040491,2.2304,1.7504,-0.16149,-0.55545,0.39396,3.9808,7.04683
TCGA.06.0190.01,Cluster III,-0.48414,1.001,1.1413,0.5707,-1.7898,2.3605,2.1423,-3.09514
TCGA.06.0878.01,Cluster III,0.19246,0.82699,0.56317,-0.46434,-0.74144,0.2771,1.39016,-3.55817
TCGA.06.2559.01,Cluster III,0.27681,2.416,1.6977,-0.51938,-2.122,1.60262,4.1137,6.02217
TCGA.06.2562.01,Cluster III,0.17399,2.1649,1.5823,-0.0826,-1.0124,0.9298,3.7472,3.9078
TCGA.06.2563.01,Cluster III,0.89546,1.175,0.90894,-0.34467,-1.0975,0.75283,2.08394,7.81875
TCGA.06.5413.01,Cluster III,0.017955,0.85842,0.52351,-0.079243,0.081933,-0.161176,1.38193,6.17492
TCGA.06.5418.01,Cluster III,0.27589,2.5945,2.3908,-0.53103,-1.6373,1.10627,4.9853,0.008749
TCGA.06.5858.01,Cluster III,-0.021068,3.1404,2.7508,-0.12534,-0.041951,-0.083389,5.8912,3.1948
TCGA.19.1389.02,Cluster III,-0.59554,2.031,1.6819,0.3882,-0.46164,0.84984,3.7129,0.61311
TCGA.19.4065.01,Cluster III,0.26822,1.9419,2.0707,0.30489,-0.5406,0.84549,4.0126,-1.719268
TCGA.19.4065.02,Cluster III,-0.19057,1.9334,2.2535,-0.15625,-0.79499,0.63874,4.1869,0.99659
TCGA.27.1830.01,Cluster III,-0.11866,2.9867,2.0967,-0.26403,-1.0179,0.75387,5.0834,-1.688666
TCGA.28.5208.01,Cluster III,0.32894,1.5901,0.73927,-0.11135,-0.69778,0.58643,2.32937,4.85155
TCGA.32.5222.01,Cluster III,0.21978,2.0158,1.5577,-0.34985,-1.5992,1.24935,3.5735,4.5222
TCGA.76.4927.01,Cluster III,-0.24546,1.8693,1.1803,-0.090382,-0.81346,0.723078,3.0496,5.95394
TCGA.BA.4074.01,Cluster III,-0.94923,0.17908,0.168,0.94069,0.47409,0.4666,0.34708,-1.4029
TCGA.BA.4078.01,Cluster III,-0.25119,-0.4034,0.78848,0.71031,0.11647,0.59384,0.38508,2.74227
TCGA.BA.5149.01,Cluster III,-0.79357,-0.52777,-0.77476,0.82704,0.13889,0.68815,-1.30253,-0.371926
TCGA.BA.5151.01,Cluster III,-0.80725,-1.7706,0.42231,1.4005,0.83296,0.56754,-1.34829,2.039035
TCGA.BA.5152.01,Cluster III,-0.44041,-1.0968,0.71423,0.94214,0.52565,0.41649,-0.38257,0.6648147
TCGA.BA.5153.01,Cluster III,0.10039,0.070375,0.06421,0.16997,-0.67609,0.84606,0.134585,-0.8226432
TCGA.BA.5555.01,Cluster III,-0.3964,-0.8431,0.67746,0.41919,0.1175,0.30169,-0.16564,-2.351709
TCGA.BA.5556.01,Cluster III,-0.89367,-0.81637,0.58582,0.83333,0.87075,-0.03742,-0.23055,-0.058699
TCGA.BA.5559.01,Cluster III,-0.23547,-0.81353,0.044906,0.39093,-0.31029,0.70122,-0.768624,-1.01739
TCGA.BA.6869.01,Cluster III,-0.11352,-0.22663,0.11231,0.091138,-0.42875,0.519888,-0.11432,-1.98906
TCGA.BA.6870.01,Cluster III,-0.57928,-1.1751,-1.0238,1.3218,1.9384,-0.6166,-2.1989,1.616343
TCGA.BA.6871.01,Cluster III,-0.0873,-0.73455,-0.98951,0.05587,-0.49144,0.54731,-1.72406,3.48714
TCGA.BA.6872.01,Cluster III,-0.29206,-1.136,-0.68109,0.76789,0.30585,0.46204,-1.81709,-4.369295
TCGA.BA.6873.01,Cluster III,-0.36207,-0.97751,-1.0345,0.28261,0.046915,0.235695,-2.01201,2.70458649
TCGA.BA.A4IF.01,Cluster III,-0.29589,0.3574,0.79469,0.35393,0.10076,0.25317,1.15209,-3.34196
TCGA.BA.A4IG.01,Cluster III,-0.17626,-0.91094,-0.58153,0.26032,-0.50074,0.76106,-1.49247,-0.936573
TCGA.BA.A4IH.01,Cluster III,-0.10734,-1.1269,-0.4805,0.20877,-0.46697,0.67574,-1.6074,-3.31431
TCGA.BA.A4II.01,Cluster III,-0.56057,-1.2096,-0.27871,0.49255,-0.040404,0.532954,-1.48831,1.43796
TCGA.BA.A6D8.01,Cluster III,-0.52366,-1.6655,-0.31734,0.96923,0.27742,0.69181,-1.98284,-1.467922
TCGA.BA.A6DA.01,Cluster III,-0.5366,-1.2226,-0.32201,0.88895,0.47196,0.41699,-1.54461,-3.9815
TCGA.BA.A6DB.01,Cluster III,-0.14756,-0.98884,0.017151,0.63177,0.61278,0.01899,-0.971689,-5.36969
TCGA.BA.A6DD.01,Cluster III,-1.3802,-1.5448,-0.28674,0.74866,-0.79073,1.53939,-1.83154,-2.90169
TCGA.BA.A6DE.01,Cluster III,-0.29388,-1.1107,-0.23815,0.71346,-0.21144,0.9249,-1.34885,-3.27091
TCGA.BA.A6DG.01,Cluster III,-0.65539,-1.5398,-0.7004,0.73686,0.40408,0.33278,-2.2402,-0.347014
TCGA.BA.A6DJ.01,Cluster III,-0.12923,-0.90654,-0.42318,0.77104,0.60254,0.1685,-1.32972,-1.733975
TCGA.BA.A6DL.01,Cluster III,-0.40917,-0.69591,0.78306,0.5689,0.31402,0.25488,0.08715,-0.234055
TCGA.BA.A8YP.01,Cluster III,-0.041488,-0.83171,0.30367,0.67546,0.37996,0.2955,-0.52804,-1.485738
TCGA.BB.4217.01,Cluster III,-0.18022,-1.0647,-0.27849,0.58427,-0.0080566,0.5923266,-1.34319,-1.67726
TCGA.BB.7861.01,Cluster III,-0.27131,-0.32525,1.2838,0.2615,-0.19499,0.45649,0.95855,0.679484
TCGA.BB.7863.01,Cluster III,0.26308,-0.89298,0.23981,0.77835,0.98637,-0.20802,-0.65317,-3.376754
TCGA.BB.7866.01,Cluster III,-0.15472,-0.38123,0.23874,0.079311,-0.26974,0.349051,-0.14249,0.478626
TCGA.BB.A5HU.01,Cluster III,-0.24746,-1.4065,-0.027863,0.82626,0.39933,0.42693,-1.434363,-5.272821
TCGA.BB.A5HZ.01,Cluster III,-0.28461,-1.8573,-0.20101,0.8251,0.066826,0.758274,-2.05831,-3.03809
TCGA.C9.A47Z.01,Cluster III,-1.0146,-1.7413,-0.033086,0.93733,0.87432,0.06301,-1.774386,1.842089
TCGA.C9.A480.01,Cluster III,-0.048134,-0.77807,0.049736,0.57602,0.25688,0.31914,-0.728334,-2.7370582
TCGA.CN.4722.01,Cluster III,-0.077225,-1.1884,-0.4697,0.69965,0.88306,-0.18341,-1.6581,0.730513
TCGA.CN.4723.01,Cluster III,-0.48728,-1.2382,-0.73705,0.65527,0.099545,0.555725,-1.97525,-0.887679
TCGA.CN.4725.01,Cluster III,-0.30281,0.039288,-0.17739,0.266,0.076506,0.189494,-0.138102,-2.83931
TCGA.CN.4726.01,Cluster III,-0.66188,-0.060526,-0.27342,0.18054,-0.099007,0.279547,-0.333946,-3.941516
TCGA.CN.4729.01,Cluster III,-0.67988,-1.1454,-0.66226,1.3614,1.2201,0.1413,-1.80766,-2.421232
TCGA.CN.4730.01,Cluster III,-0.37233,-0.91057,-0.16518,0.83833,-0.049158,0.887488,-1.07575,-0.29659
TCGA.CN.4731.01,Cluster III,0.27462,-0.15159,-0.056977,0.55782,0.67435,-0.11653,-0.208567,-3.69333
TCGA.CN.4733.01,Cluster III,-0.56439,-0.43222,0.18096,0.64872,0.26555,0.38317,-0.25126,-4.959793
TCGA.CN.4734.01,Cluster III,0.18961,-0.9552,-0.7553,0.25348,0.23677,0.01671,-1.7105,1.178599
TCGA.CN.4736.01,Cluster III,-0.020926,-0.10039,-0.054405,0.12089,0.13902,-0.01813,-0.154795,2.67929
TCGA.CN.4737.01,Cluster III,0.027809,-0.59392,0.0024567,0.38177,0.3541,0.02767,-0.5914633,-1.15539
TCGA.CN.4738.01,Cluster III,-0.30188,-0.30096,0.17633,0.76989,0.505,0.26489,-0.12463,-4.2306
TCGA.CN.4741.01,Cluster III,0.060621,-0.76234,0.27378,0.032316,-0.55468,0.586996,-0.48856,-0.796643
TCGA.CN.4742.01,Cluster III,0.34264,-0.84603,-0.30709,0.66039,0.45395,0.20644,-1.15312,-0.051868
TCGA.CN.5355.01,Cluster III,-0.3519,-1.7267,0.042083,1.1538,0.91937,0.23443,-1.684617,-1.313307
TCGA.CN.5356.01,Cluster III,-0.22629,-1.1961,-0.49072,0.81845,0.71118,0.10727,-1.68682,-1.4449616
TCGA.CN.5360.01,Cluster III,0.21352,-0.43193,1.2859,-0.10661,-0.2359,0.12929,0.85397,-4.33619
TCGA.CN.5361.01,Cluster III,0.020397,-1.7346,0.545,0.44949,-0.50506,0.95455,-1.1896,0.779497
TCGA.CN.5363.01,Cluster III,-0.55686,-1.2946,0.36557,0.56267,-0.25476,0.81743,-0.92903,-2.65312
TCGA.CN.5364.01,Cluster III,-0.21239,-0.77459,0.098777,0.46884,0.17922,0.28962,-0.675813,-1.8797233
TCGA.CN.5365.01,Cluster III,-0.14136,-0.31795,0.25951,0.31061,0.087343,0.223267,-0.05844,-5.254917
TCGA.CN.5366.01,Cluster III,-0.1208,-1.3927,0.45926,0.58368,0.094567,0.489113,-0.93344,-2.685306
TCGA.CN.5367.01,Cluster III,0.18681,1.1749,0.98794,0.94651,1.8641,-0.91759,2.16284,-2.00272
TCGA.CN.5369.01,Cluster III,-1.0411,-1.3101,-0.25518,0.87452,1.0276,-0.15308,-1.56528,3.28875
TCGA.CN.5370.01,Cluster III,-0.030229,-1.028,0.23293,0.2696,0.028163,0.241437,-0.79507,-4.66377
TCGA.CN.5373.01,Cluster III,-0.060961,1.071,0.3104,0.66429,0.63053,0.03376,1.3814,-4.5166
TCGA.CN.5374.01,Cluster III,-0.57859,-0.93519,0.1099,0.32091,-0.12673,0.44764,-0.82529,1.306498
TCGA.CN.6010.01,Cluster III,0.0048493,-1.1808,0.33828,0.20271,-0.57856,0.78127,-0.84252,0.524277
TCGA.CN.6011.01,Cluster III,-0.62656,-0.94542,-0.77115,0.73243,0.30092,0.43151,-1.71657,-4.21737
TCGA.CN.6013.01,Cluster III,-0.34975,-1.6771,0.59939,0.62077,0.11954,0.50123,-1.07771,-0.357939
TCGA.CN.6016.01,Cluster III,0.053873,0.23413,0.40855,0.18893,-0.26912,0.45805,0.64268,-0.45302
TCGA.CN.6018.01,Cluster III,-0.36169,-1.0876,0.50529,1.1377,0.7642,0.3735,-0.58231,-4.74288
TCGA.CN.6020.01,Cluster III,-0.67666,-0.63813,-0.49414,0.66599,1.06,-0.39401,-1.13227,0.260224
TCGA.CN.6021.01,Cluster III,-0.43176,0.31682,0.50861,0.91517,0.21757,0.6976,0.82543,-3.25666
TCGA.CN.6022.01,Cluster III,0.18287,-1.1593,-1.0413,0.31061,0.19372,0.11689,-2.2006,-4.689173
TCGA.CN.6023.01,Cluster III,-0.24233,-1.0948,-1.2687,-0.056657,-0.56949,0.512833,-2.3635,-6.31509
TCGA.CN.6024.01,Cluster III,0.12768,0.34361,-0.091738,0.10599,-0.62006,0.72605,0.251872,3.66675
TCGA.CN.6988.01,Cluster III,0.14837,-1.0772,-0.79444,0.7375,0.53637,0.20113,-1.87164,-2.389091
TCGA.CN.6989.01,Cluster III,0.029418,-1.157,-1.0834,0.31061,0.023277,0.287333,-2.2404,-3.69162
TCGA.CN.6992.01,Cluster III,0.048292,-0.31448,-0.057911,0.041743,-0.1418,0.183543,-0.372391,-4.00274
